Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
484,Open,Center,Focus,Center,Straight Front Ahead,Straight
485,Open,Center,Focus,Center,Straight Front Ahead,Straight
486,Open,Center,Focus,Center,Straight Front Ahead,Straight
487,Open,Center,Focus,Center,Straight Front Ahead,Straight
488,Open,Center,Focus,Center,Straight Front Ahead,Straight
489,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
490,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
491,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
492,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
493,Open,Center,Focus,Center,Straight Front Ahead,Straight
494,Open,Center,Focus,Center,Straight Front Ahead,Straight
495,Open,Center,Focus,Center,Straight Front Ahead,Straight
496,Open,Center,Focus,Center,Front Tilt,Straight
497,Open,Center,Focus,Center,Front Tilt,Straight
498,Open,Center,Focus,Center,Front Tilt,Straight
499,Open,Center,Focus,Center,Front Tilt,Straight
500,Open,Center,Focus,Center,Front Tilt,Straight
501,Open,Center,Focus,Center,Front Tilt,Straight
502,Open,Center,Focus,Center,Front Tilt,Straight
503,Open,Center,Focus,Center,Front Tilt,Straight
504,Open,Center,Focus,Center,Front Tilt,Straight
505,Open,Center,Focus,Center,Front Tilt,Straight
506,Open,Center,Focus,Center,Front Tilt,Straight
507,Open,Center,Focus,Center,Front Tilt,Straight
508,Open,Center,Focus,Center,Front Tilt,Straight
509,Open,Center,Focus,Center,Front Tilt,Straight
510,Open,Center,Focus,Center,Front Tilt,Straight
511,Open,Center,Focus,Center,Front Tilt,Straight
512,Open,Center,Focus,Center,Front Tilt,Straight
513,Open,Center,Focus,Center,Front Tilt,Straight
514,Open,Center,Focus,Center,Front Tilt,Straight
515,Open,Center,Focus,Center,Front Tilt,Straight
516,Open,Center,Focus,Center,Front Tilt,Straight
517,Open,Center,Focus,Center,Front Tilt,Straight
518,Open,Center,Focus,Center,Front Tilt,Straight
519,Open,Center,Focus,Center,Front Tilt,Straight
520,Open,Center,Focus,Center,Front Tilt,Straight
521,Open,Center,Focus,Center,Front Tilt,Straight
522,Open,Left,Focus,Center,Front Tilt,Straight
523,Open,Left,Focus,Center,Front Tilt,Straight
524,Open,Left,Focus,Center,Front Tilt,Straight
525,Open,Left,Focus,Center,Front Tilt,Straight
526,Open,Left,Focus,Center,Front Tilt,Straight
527,Open,Center,Focus,Center,Front Tilt,Straight
528,Open,Left,Focus,Center,Front Tilt,Straight
529,Open,Left,Focus,Center,Front Tilt,Straight
530,Open,Center,Focus,Center,Front Tilt,Straight
531,Open,Center,Focus,Center,Front Tilt,Straight
532,Open,Center,Focus,Center,Front Tilt,Straight
533,Open,Center,Focus,Center,Front Tilt,Straight
534,Open,Center,Focus,Center,Front Tilt,Straight
535,Open,Center,Focus,Center,Front Tilt,Straight
536,Open,Center,Focus,Center,Front Tilt,Straight
537,Open,Center,Focus,Center,Front Tilt,Straight
538,Open,Center,Focus,Center,Front Tilt,Straight
539,Open,Center,Focus,Center,Front Tilt,Straight
540,Open,Center,Focus,Center,Front Tilt,Straight
541,Open,Center,Focus,Center,Front Tilt,Straight
542,Open,Center,Focus,Center,Front Tilt,Straight
543,Open,Center,Focus,Center,Front Tilt,Straight
544,Open,Center,Focus,Center,Front Tilt,Straight
545,Open,Center,Focus,Center,Front Tilt,Straight
546,Open,Center,Focus,Center,Front Tilt,Straight
547,Open,Center,Focus,Center,Front Tilt,Straight
548,Open,Center,Focus,Center,Front Tilt,Straight
549,Open,Right,Focus,Center,Front Tilt,Straight
550,Open,Right,Focus,Center,Front Tilt,Straight
551,Open,Right,Focus,Center,Front Tilt,Straight
552,Open,Right,Focus,Center,Front Tilt,Straight
553,Open,Right,Focus,Center,Front Tilt,Straight
554,Open,Right,Focus,Center,Front Tilt,Straight
555,Open,Right,Focus,Center,Front Tilt,Straight
556,Open,Right,Focus,Center,Front Tilt,Straight
557,Open,Right,Focus,Center,Front Tilt,Straight
558,Open,Right,Focus,Center,Front Tilt,Straight
559,Open,Right,Focus,Center,Front Tilt,Straight
560,Open,Right,Focus,Center,Front Tilt,Straight
561,Open,Right,Focus,Center,Front Tilt,Straight
562,Open,Right,Focus,Center,Front Tilt,Straight
563,Open,Right,Focus,Center,Front Tilt,Straight
564,Open,Center,Focus,Center,Front Tilt,Straight
565,Open,Right,Focus,Center,Front Tilt,Straight
566,Open,Right,Focus,Center,Front Tilt,Straight
567,Open,Right,Focus,Center,Front Tilt,Straight
568,Open,Right,Focus,Center,Front Tilt,Straight
569,Open,Center,Focus,Center,Front Tilt,Straight
570,Open,Right,Focus,Center,Front Tilt,Straight
571,Open,Center,Focus,Center,Front Tilt,Straight
572,Open,Right,Focus,Center,Front Tilt,Straight
573,Closed,Center,Distracted,Center,Front Tilt,Straight
574,Closed,Center,Distracted,Center,Front Tilt,Straight
575,Closed,Center,Distracted,Center,Front Tilt,Straight
576,Closed,Center,Distracted,Center,Front Tilt,Straight
577,Closed,Center,Distracted,Center,Front Tilt,Straight
578,Open,Center,Focus,Center,Front Tilt,Straight
579,Open,Center,Focus,Center,Front Tilt,Straight
580,Open,Center,Focus,Center,Front Tilt,Straight
581,Open,Center,Focus,Center,Front Tilt,Straight
582,Open,Center,Focus,Center,Front Tilt,Straight
583,Open,Center,Focus,Center,Front Tilt,Straight
584,Open,Center,Focus,Center,Front Tilt,Straight
585,Open,Center,Focus,Center,Front Tilt,Straight
586,Open,Center,Focus,Center,Front Tilt,Straight
587,Open,Center,Focus,Center,Front Tilt,Straight
588,Open,Center,Focus,Center,Front Tilt,Straight
589,Open,Center,Focus,Center,Front Tilt,Straight
590,Open,Center,Focus,Center,Front Tilt,Straight
591,Open,Center,Focus,Center,Front Tilt,Straight
592,Open,Center,Focus,Center,Front Tilt,Straight
593,Open,Center,Focus,Center,Front Tilt,Straight
594,Open,Center,Focus,Center,Front Tilt,Straight
595,Open,Center,Focus,Center,Front Tilt,Straight
596,Open,Center,Focus,Center,Straight Front Ahead,Straight
597,Open,Center,Focus,Center,Straight Front Ahead,Straight
598,Open,Center,Focus,Center,Straight Front Ahead,Straight
599,Open,Center,Focus,Center,Straight Front Ahead,Straight
600,Open,Center,Focus,Center,Straight Front Ahead,Straight
601,Open,Center,Focus,Center,Straight Front Ahead,Straight
602,Open,Center,Focus,Center,Straight Front Ahead,Straight
603,Open,Center,Focus,Center,Straight Front Ahead,Straight
604,Open,Center,Focus,Center,Straight Front Ahead,Straight
605,Open,Center,Focus,Center,Straight Front Ahead,Straight
606,Open,Center,Focus,Center,Straight Front Ahead,Straight
607,Open,Center,Focus,Center,Straight Front Ahead,Straight
608,Open,Center,Focus,Center,Straight Front Ahead,Straight
609,Open,Center,Focus,Center,Straight Front Ahead,Straight
610,Open,Center,Focus,Center,Straight Front Ahead,Straight
611,Open,Center,Focus,Center,Straight Front Ahead,Straight
612,Open,Center,Focus,Center,Straight Front Ahead,Straight
613,Open,Center,Focus,Center,Straight Front Ahead,Straight
614,Open,Center,Focus,Center,Straight Front Ahead,Straight
615,Open,Center,Focus,Center,Straight Front Ahead,Straight
616,Open,Center,Focus,Center,Straight Front Ahead,Straight
617,Open,Center,Focus,Center,Straight Front Ahead,Straight
618,Open,Center,Focus,Center,Straight Front Ahead,Straight
619,Open,Center,Focus,Center,Straight Front Ahead,Straight
620,Open,Center,Focus,Center,Straight Front Ahead,Straight
621,Open,Center,Focus,Center,Straight Front Ahead,Straight
622,Open,Center,Focus,Center,Straight Front Ahead,Straight
623,Open,Center,Focus,Center,Straight Front Ahead,Straight
624,Open,Center,Focus,Center,Straight Front Ahead,Straight
625,Open,Center,Focus,Center,Straight Front Ahead,Straight
626,Open,Center,Focus,Center,Straight Front Ahead,Straight
627,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
628,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
629,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
630,Open,Center,Focus,Center,Straight Front Ahead,Straight
631,Open,Center,Focus,Center,Straight Front Ahead,Straight
632,Open,Center,Focus,Center,Straight Front Ahead,Straight
633,Open,Center,Focus,Center,Straight Front Ahead,Straight
634,Open,Center,Focus,Center,Straight Front Ahead,Straight
635,Open,Center,Focus,Center,Straight Front Ahead,Straight
636,Open,Center,Focus,Center,Straight Front Ahead,Straight
637,Open,Center,Focus,Center,Straight Front Ahead,Straight
638,Open,Center,Focus,Center,Straight Front Ahead,Straight
639,Open,Center,Focus,Center,Straight Front Ahead,Straight
640,Open,Center,Focus,Center,Straight Front Ahead,Straight
641,Open,Center,Focus,Center,Straight Front Ahead,Straight
642,Open,Center,Focus,Center,Straight Front Ahead,Straight
643,Open,Center,Focus,Center,Straight Front Ahead,Straight
644,Open,Center,Focus,Center,Front Tilt,Straight
645,Open,Center,Focus,Center,Front Tilt,Straight
646,Open,Center,Focus,Center,Front Tilt,Straight
647,Open,Center,Focus,Center,Front Tilt,Straight
648,Open,Center,Focus,Center,Front Tilt,Straight
649,Open,Center,Focus,Center,Front Tilt,Straight
650,Open,Center,Focus,Center,Front Tilt,Straight
651,Open,Center,Focus,Center,Front Tilt,Straight
652,Open,Center,Focus,Center,Front Tilt,Straight
653,Open,Center,Focus,Center,Front Tilt,Straight
654,Open,Center,Focus,Center,Front Tilt,Straight
655,Open,Center,Focus,Center,Front Tilt,Straight
656,Open,Center,Focus,Center,Front Tilt,Straight
657,Open,Center,Focus,Center,Front Tilt,Straight
658,Open,Center,Focus,Center,Front Tilt,Straight
659,Open,Center,Focus,Center,Front Tilt,Straight
660,Open,Center,Focus,Center,Front Tilt,Straight
661,Open,Center,Focus,Center,Front Tilt,Straight
662,Open,Center,Focus,Center,Front Tilt,Straight
663,Open,Center,Focus,Center,Front Tilt,Straight
664,Open,Center,Focus,Center,Front Tilt,Straight
665,Open,Center,Focus,Center,Front Tilt,Straight
666,Open,Center,Focus,Center,Front Tilt,Straight
667,Open,Center,Focus,Center,Front Tilt,Straight
668,Open,Center,Focus,Center,Front Tilt,Straight
669,Open,Center,Focus,Center,Front Tilt,Straight
670,Open,Center,Focus,Center,Front Tilt,Straight
671,Open,Center,Focus,Center,Front Tilt,Straight
672,Open,Center,Focus,Center,Front Tilt,Straight
673,Open,Center,Focus,Center,Front Tilt,Straight
674,Open,Center,Focus,Center,Front Tilt,Straight
675,Open,Center,Focus,Center,Front Tilt,Straight
676,Open,Center,Focus,Center,Front Tilt,Straight
677,Open,Center,Focus,Center,Front Tilt,Straight
678,Open,Center,Focus,Center,Front Tilt,Straight
679,Open,Center,Focus,Center,Front Tilt,Straight
680,Open,Center,Focus,Center,Front Tilt,Straight
681,Open,Center,Focus,Center,Front Tilt,Straight
682,Open,Center,Focus,Center,Front Tilt,Straight
683,Open,Center,Focus,Center,Front Tilt,Straight
684,Open,Center,Focus,Center,Front Tilt,Straight
685,Open,Center,Focus,Center,Front Tilt,Straight
686,Open,Center,Focus,Center,Front Tilt,Straight
687,Open,Center,Focus,Center,Front Tilt,Straight
688,Open,Center,Focus,Center,Front Tilt,Straight
689,Open,Center,Focus,Center,Front Tilt,Straight
690,Open,Center,Focus,Center,Front Tilt,Straight
691,Open,Center,Focus,Center,Front Tilt,Straight
692,Open,Center,Focus,Center,Front Tilt,Straight
693,Open,Center,Focus,Center,Front Tilt,Straight
694,Open,Center,Focus,Center,Front Tilt,Straight
695,Open,Center,Focus,Center,Front Tilt,Straight
696,Open,Center,Focus,Center,Front Tilt,Straight
697,Open,Center,Focus,Center,Front Tilt,Straight
698,Open,Center,Focus,Center,Front Tilt,Straight
699,Open,Center,Focus,Center,Front Tilt,Straight
700,Open,Center,Focus,Center,Front Tilt,Straight
701,Open,Center,Focus,Center,Front Tilt,Straight
702,Open,Center,Focus,Center,Front Tilt,Straight
703,Open,Center,Focus,Center,Front Tilt,Straight
704,Open,Center,Focus,Center,Front Tilt,Straight
705,Open,Center,Focus,Center,Front Tilt,Straight
706,Open,Center,Focus,Center,Front Tilt,Straight
707,Open,Center,Focus,Center,Front Tilt,Straight
708,Open,Center,Focus,Center,Front Tilt,Straight
709,Open,Center,Focus,Center,Front Tilt,Straight
710,Open,Center,Focus,Center,Front Tilt,Straight
711,Open,Center,Focus,Center,Front Tilt,Straight
712,Open,Center,Focus,Center,Front Tilt,Straight
713,Open,Center,Focus,Center,Front Tilt,Straight
714,Open,Center,Focus,Center,Front Tilt,Straight
715,Open,Center,Focus,Center,Front Tilt,Straight
716,Open,Center,Focus,Center,Front Tilt,Straight
717,Open,Right,Focus,Center,Front Tilt,Straight
718,Open,Right,Focus,Center,Front Tilt,Straight
719,Open,Right,Focus,Center,Front Tilt,Straight
720,Open,Right,Focus,Center,Front Tilt,Straight
721,Open,Right,Focus,Center,Front Tilt,Straight
722,Open,Right,Focus,Center,Front Tilt,Straight
723,Open,Right,Focus,Center,Front Tilt,Straight
724,Open,Right,Focus,Center,Front Tilt,Straight
725,Open,Right,Focus,Center,Front Tilt,Straight
726,Open,Right,Focus,Center,Front Tilt,Straight
727,Open,Right,Focus,Center,Front Tilt,Straight
728,Open,Right,Focus,Center,Front Tilt,Straight
729,Open,Right,Focus,Center,Front Tilt,Straight
730,Open,Right,Focus,Center,Front Tilt,Straight
731,Open,Right,Focus,Center,Front Tilt,Straight
732,Open,Right,Focus,Center,Front Tilt,Straight
733,Open,Right,Focus,Center,Front Tilt,Straight
734,Open,Right,Focus,Center,Front Tilt,Straight
735,Open,Right,Focus,Center,Front Tilt,Straight
736,Closed,Right,Distracted,Center,Front Tilt,Straight
737,Open,Right,Focus,Center,Front Tilt,Straight
738,Closed,Right,Distracted,Center,Front Tilt,Straight
739,Closed,Right,Distracted,Center,Front Tilt,Straight
740,Open,Right,Focus,Center,Front Tilt,Straight
741,Open,Right,Focus,Center,Front Tilt,Straight
742,Open,Right,Focus,Center,Front Tilt,Straight
743,Closed,Right,Distracted,Center,Front Tilt,Straight
744,Closed,Right,Distracted,Center,Front Tilt,Straight
745,Closed,Right,Distracted,Center,Front Tilt,Straight
746,Open,Right,Focus,Center,Front Tilt,Straight
747,Open,Right,Focus,Center,Front Tilt,Straight
748,Closed,Right,Distracted,Center,Front Tilt,Straight
749,Open,Right,Focus,Center,Front Tilt,Straight
750,Open,Right,Focus,Center,Front Tilt,Straight
751,Open,Right,Focus,Center,Front Tilt,Straight
752,Open,Right,Focus,Center,Front Tilt,Straight
753,Open,Right,Focus,Center,Front Tilt,Straight
754,Closed,Right,Distracted,Center,Front Tilt,Straight
755,Open,Right,Focus,Center,Front Tilt,Straight
756,Open,Right,Focus,Center,Front Tilt,Straight
757,Open,Right,Focus,Center,Front Tilt,Straight
758,Open,Right,Focus,Center,Front Tilt,Straight
759,Open,Right,Focus,Center,Front Tilt,Straight
760,Open,Right,Focus,Center,Front Tilt,Straight
761,Open,Right,Focus,Center,Front Tilt,Straight
762,Open,Right,Focus,Center,Front Tilt,Straight
763,Open,Right,Focus,Center,Front Tilt,Straight
764,Open,Right,Focus,Center,Front Tilt,Straight
765,Open,Right,Focus,Center,Front Tilt,Straight
766,Open,Right,Focus,Center,Front Tilt,Straight
767,Open,Right,Focus,Center,Front Tilt,Straight
768,Open,Right,Focus,Center,Front Tilt,Straight
769,Open,Right,Focus,Center,Front Tilt,Straight
770,Open,Right,Focus,Center,Front Tilt,Straight
771,Open,Right,Focus,Center,Front Tilt,Straight
772,Open,Right,Focus,Center,Front Tilt,Straight
773,Open,Right,Focus,Center,Front Tilt,Straight
774,Open,Right,Focus,Center,Front Tilt,Straight
775,Open,Right,Focus,Center,Front Tilt,Straight
776,Open,Right,Focus,Center,Front Tilt,Straight
777,Open,Right,Focus,Center,Front Tilt,Straight
778,Open,Right,Focus,Center,Front Tilt,Straight
779,Open,Right,Focus,Center,Front Tilt,Straight
780,Open,Right,Focus,Center,Front Tilt,Straight
781,Open,Right,Focus,Center,Front Tilt,Straight
782,Open,Right,Focus,Center,Front Tilt,Straight
783,Open,Right,Focus,Center,Front Tilt,Straight
784,Open,Right,Focus,Center,Front Tilt,Straight
785,Open,Right,Focus,Center,Front Tilt,Straight
786,Open,Right,Focus,Center,Front Tilt,Straight
787,Open,Right,Focus,Center,Front Tilt,Straight
788,Open,Right,Focus,Center,Front Tilt,Straight
789,Open,Right,Focus,Center,Front Tilt,Straight
790,Open,Right,Focus,Center,Front Tilt,Straight
791,Open,Right,Focus,Center,Front Tilt,Straight
792,Open,Right,Focus,Center,Front Tilt,Straight
793,Open,Right,Focus,Center,Front Tilt,Straight
794,Open,Right,Focus,Center,Front Tilt,Straight
795,Open,Right,Focus,Center,Front Tilt,Straight
796,Open,Right,Focus,Center,Front Tilt,Straight
797,Open,Right,Focus,Center,Front Tilt,Straight
798,Closed,Right,Distracted,Center,Front Tilt,Straight
799,Open,Right,Focus,Center,Front Tilt,Straight
800,Closed,Right,Distracted,Center,Front Tilt,Straight
801,Open,Right,Focus,Center,Front Tilt,Straight
802,Open,Right,Focus,Center,Front Tilt,Straight
803,Open,Right,Focus,Center,Front Tilt,Straight
804,Open,Right,Focus,Center,Front Tilt,Straight
805,Open,Right,Focus,Center,Front Tilt,Straight
806,Open,Right,Focus,Center,Front Tilt,Straight
807,Closed,Right,Distracted,Center,Front Tilt,Straight
808,Open,Right,Focus,Center,Front Tilt,Straight
809,Open,Right,Focus,Center,Front Tilt,Straight
810,Open,Right,Focus,Center,Front Tilt,Straight
811,Open,Right,Focus,Center,Front Tilt,Straight
812,Open,Right,Focus,Center,Front Tilt,Straight
